ResponseId,Age,EdLevel,Employment,WorkExp,LearnCodeAI,DevType,OrgSize,RemoteWork,Industry,Country,Language,Database,Salary,EDU,WE,SS Index
17335,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,28,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees",Remote,Manufacturing,United States of America,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;Redis,145000,1.25,0.5,90625
17338,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions","1,000 to 4,999 employees",Remote,Banking/Financial Services,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL,Cosmos DB,180000,1,0.5,90000
17344,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data scientist,"1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Insurance,United States of America,Bash/Shell (all shells);Python;R;SQL,Databricks SQL;Amazon Redshift,175000,0.9,0.842105263,132631.5789
17350,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees",In-person,Fintech,United Arab Emirates,JavaScript;TypeScript,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;Supabase,73520,1,0.763157895,56107.36842
17355,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,C#;HTML/CSS;JavaScript;SQL,Elasticsearch;Microsoft SQL Server,40605,0.9,0.947368421,34621.10526
17361,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Government,Germany,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,H2;MariaDB;MySQL;Oracle,56847,1,0.947368421,53855.05263
17368,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,40,"No, I didn't spend time learning in the past year","Developer, desktop or enterprise applications","1,000 to 4,999 employees",Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,C#,NA,53095,1,0.5,26547.5
17376,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, mobile","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Saudi Arabia,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Swift,NA,89103,1,0.894736842,79723.73684
17382,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Netherlands,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;TypeScript,NA,98612,1,0.684210526,67471.36842
17384,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end","10,000 or more employees",Remote,Software Development,Slovakia,HTML/CSS;JavaScript;Python;TypeScript,NA,56847,1.25,0.684210526,48619.14474
17385,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Government,United States of America,C#;HTML/CSS;JavaScript;PowerShell;R;VBA,Microsoft Access;Microsoft SQL Server;Oracle;SQLite,138431,1,0.5,69215.5
17390,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Netherlands,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,NA,81210,1,0.5,40605
17391,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions",100 to 499 employees,In-person,Government,"Venezuela, Bolivarian Republic of...",HTML/CSS;JavaScript;PHP;Python,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,3000,1,0.763157895,2289.473684
17393,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,NA,"Developer, desktop or enterprise applications","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;SQL,PostgreSQL,39445,1,0.973684211,38406.97368
17396,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","5,000 to 9,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL,200000,1,0.763157895,152631.5789
17406,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions",100 to 499 employees,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,C#;Dart;F#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,BigQuery;Cosmos DB;Databricks SQL;Elasticsearch;Microsoft SQL Server;MongoDB;Redis,149756,0.9,0.5,67390.2
17415,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",100 to 499 employees,In-person,Software Development,Estonia,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL,Databricks SQL;InfluxDB;MongoDB,104313,0.9,0.605263158,56823.13421
17427,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Architect, software or solutions",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,C#;Java;PowerShell;SQL;Visual Basic (.Net),Microsoft SQL Server;Redis;Snowflake,200000,1,0.552631579,110526.3158
17428,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Other:,United States of America,Bash/Shell (all shells);C++,NA,92000,1,0.973684211,89578.94737
17434,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Project manager,"1,000 to 4,999 employees",Remote,Retail and Consumer Services,Romania,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Microsoft SQL Server;MySQL,52842,1,0.710526316,37545.63158
17435,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,35,"No, I didn't spend time learning in the past year","Developer, embedded applications or devices","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",United States of America,C;Python,NA,180000,0.9,0.5,81000
17436,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,27,"No, I didn't spend time learning in the past year","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C++;Python;Rust,NA,292704,1,0.5,146352
17438,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Go;Java;Python;SQL,BigQuery;Dynamodb;Redis;SQLite;Valkey,190598,0.9,0.5,85769.1
17442,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,"No, I didn't spend time learning in the past year","Developer, full-stack",500 to 999 employees,Remote,Banking/Financial Services,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;Redis,131000,1,0.5,65500
17455,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Software Development,Brazil,Dart;HTML/CSS;JavaScript,Cloud Firestore;PostgreSQL,109222,1,0.815789474,89102.15789
17456,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,Netherlands,C#;Dart;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;PostgreSQL,83531,1,0.710526316,59350.97368
17473,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",Remote,Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,175000,0.9,0.5,78750
17475,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end",500 to 999 employees,Remote,Software Development,Italy,HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server,48726,1,0.815789474,39750.15789
17481,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",Remote,Software Development,United States of America,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Python;Ruby;TypeScript,NA,250000,1,0.763157895,190789.4737
17488,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Government,Germany,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL,Oracle,77730,0.9,0.526315789,36819.47368
17489,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,"No, I didn't spend time learning in the past year","Developer, full-stack",100 to 499 employees,Remote,Fintech,Montenegro,C#;JavaScript;SQL;TypeScript,NA,40500,0.9,0.631578947,23021.05263
17490,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,45,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,Bash/Shell (all shells);Java;Python;Scala;SQL;Mojo,MySQL;Oracle;PostgreSQL;SQLite,87011,0.9,0.5,39154.95
17506,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,Remote,Software Development,United States of America,HTML/CSS;Java;JavaScript;PHP;Python,NA,22000,1.15,0.921052632,23302.63158
17511,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Databricks SQL;Dynamodb;Microsoft SQL Server;PostgreSQL,123889,1,0.5,61944.5
17517,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",System administrator,"1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Government,United States of America,C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server,133140,1,0.736842105,98103.15789
17523,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",DevOps engineer or professional,100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,Bash/Shell (all shells);Go;HTML/CSS;Java;Kotlin;Ruby;SQL;TypeScript,PostgreSQL;SQLite,48281,1.25,0.921052632,55586.67763
17526,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees",Remote,Fintech,Portugal,Bash/Shell (all shells);Go;Java;PHP;Python;Rust;SQL;TypeScript,BigQuery;Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,127616,0.9,0.763157895,87652.04211
17536,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,19,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Canada,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,120746,1,0.526315789,63550.52632
17537,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees",Remote,Software Development,United States of America,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Ruby;Rust;TypeScript,Cosmos DB;MySQL;Redis;SQLite,225000,1,0.552631579,124342.1053
17545,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Architect, software or solutions",500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Denmark,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,NA,136080,0.9,0.578947368,70904.84211
